debug: Token file: python.token
debug: Read dummy DCAP token
debug: enclave created:
debug:     base:           0x0000000000000000
debug:     size:           0x0000000040000000
debug:     misc_select:    0x00000000
debug:     attr.flags:     0x0000000000000005
debug:     attr.xfrm:      0x00000000000000e7
debug:     ssa_frame_size: 4
debug:     isv_prod_id:    0x00000000
debug:     isv_svn:        0x00000000
debug: adding pages to enclave: 0x3fef5000-0x40000000 [REG:R--] (manifest) measured
debug: adding pages to enclave: 0x388d9000-0x388e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x388c9000-0x388d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x388b9000-0x388c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x388a9000-0x388b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38899000-0x388a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38889000-0x38899000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38879000-0x38889000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38869000-0x38879000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38859000-0x38869000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38849000-0x38859000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38839000-0x38849000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38829000-0x38839000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38819000-0x38829000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38809000-0x38819000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x387f9000-0x38809000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x387e9000-0x387f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x387d9000-0x387e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x387c9000-0x387d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x387b9000-0x387c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x387a9000-0x387b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38799000-0x387a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38789000-0x38799000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38779000-0x38789000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38769000-0x38779000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38759000-0x38769000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38749000-0x38759000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38739000-0x38749000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38729000-0x38739000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38719000-0x38729000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38709000-0x38719000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x386f9000-0x38709000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x386e9000-0x386f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x386d9000-0x386e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x386c9000-0x386d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x386b9000-0x386c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x386a9000-0x386b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38699000-0x386a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38689000-0x38699000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38679000-0x38689000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38669000-0x38679000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38659000-0x38669000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38649000-0x38659000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38639000-0x38649000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38629000-0x38639000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38619000-0x38629000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38609000-0x38619000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x385f9000-0x38609000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x385e9000-0x385f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x385d9000-0x385e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x385c9000-0x385d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x385b9000-0x385c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x385a9000-0x385b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38599000-0x385a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38589000-0x38599000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38579000-0x38589000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38569000-0x38579000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38559000-0x38569000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38549000-0x38559000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38539000-0x38549000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38529000-0x38539000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38519000-0x38529000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38509000-0x38519000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x384f9000-0x38509000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x384e9000-0x384f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x384d9000-0x384e9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x384c9000-0x384d9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x384b9000-0x384c9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x384a9000-0x384b9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38499000-0x384a9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38489000-0x38499000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38479000-0x38489000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38469000-0x38479000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38459000-0x38469000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38449000-0x38459000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38439000-0x38449000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38429000-0x38439000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38419000-0x38429000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x38409000-0x38419000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x383f9000-0x38409000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x383e9000-0x383f9000 [REG:RW-] (sig_stack) measured
debug: adding pages to enclave: 0x37fc5000-0x38011000 [REG:R-X] (code) measured
debug: adding pages to enclave: 0x38011000-0x38015000 [REG:RW-] (data) measured
debug: adding pages to enclave: 0x38015000-0x383e9000 [REG:RW-] (bss) measured
debug: adding pages to enclave: 0x10000-0x37fc5000 [REG:RWX] (free)
debug: enclave initializing:
debug:     enclave id:   0x000000003ffff000
debug:     mr_enclave:   9f5533109fda2570ae38c9a3b92a5e1f59045965d220ce78471fe9ebf8437f8a
debug: Using SGX DCAP/ECDSA attestation
-----------------------------------------------------------------------------------------------------------------------
Gramine detected the following insecure configurations:

  - loader.log_level = warning|debug|trace|all (verbose log level, may leak information)
  - loader.insecure__use_cmdline_argv = true   (forwarding command-line args from untrusted host to the app)
  - sys.insecure__allow_eventfd = true         (host-based eventfd is enabled)
  - sgx.allowed_files = [ ... ]                (some files are passed through from untrusted host without verification)

Gramine will continue application execution, but this configuration must not be used in production!
-----------------------------------------------------------------------------------------------------------------------

warning: 'loader.preload' is deprecated; please switch to 'loader.entrypoint'
warning: DkVirtualMemoryProtect is unimplemented in Linux-SGX PAL
[::] debug: Gramine was built from commit: 1.1
[::] debug: Host: Linux-SGX
[::] debug: LibOS xsave_enabled 1, xsave_size 0xa80(2688), xsave_features 0xe7
[::] debug: Initial VMA region 0x3771d000-0x37798000 (LibOS) bookkeeped
[::] debug: Initial VMA region 0x3fef5000-0x40000000 (manifest) bookkeeped
[::] debug: ASLR top address adjusted to 0x112c3000
[::] debug: Shim loaded at 0x3771d000, ready to initialize
[::] debug: Mounting root as chroot filesystem: from file:. to /
[::] debug: Mounting special proc filesystem: /proc
[::] debug: Mounting special dev filesystem: /dev
[::] debug: Mounting terminal device /dev/tty under /dev
[::] debug: Creating pipe: pipe.srv:9c0f740d5ad1b39a129147eaaa0a5a54726868236f0668a08354e0d396f5ef2c
[P1:T1:] debug: Mounting as chroot filesystem: from file:/usr/lib/x86_64-linux-gnu/gramine/runtime/glibc to /lib
[P1:T1:] debug: Mounting as chroot filesystem: from file:/usr to /usr
[P1:T1:] debug: Mounting as chroot filesystem: from file:tmp to /tmp
[P1:T1:] debug: Mounting as chroot filesystem: from file:/etc to /etc
[P1:T1:] debug: Mounting as chroot filesystem: from file:/usr/lib/python3 to /usr/lib/python3
[P1:T1:] debug: Mounting as chroot filesystem: from file:/usr/lib/python3.8 to /usr/lib/python3.8
[P1:T1:] debug: Mounting as chroot filesystem: from file:/lib/x86_64-linux-gnu to /lib/x86_64-linux-gnu
[P1:T1:] debug: Mounting as chroot filesystem: from file:/usr/local/lib/python3.8 to /usr/local/lib/python3.8
[P1:T1:premain-libos] debug: Creating pipe: pipe.srv:fffcb18d303eb0445fd3259927bed18a3875bb6c7add54daaae839629f12cc20
[P1:T1:premain-libos] debug: Allocating stack at 0 (size = 2097152)
[P1:T1:premain-libos] debug: loading "file:./premain-libos"
[P1:T1:premain-libos] debug: find_interp: searching for interpreter: /usr/lib/python3.8/lib/ld-linux-x86-64.so.2
[P1:T1:premain-libos] debug: find_interp: searching for interpreter: /lib/ld-linux-x86-64.so.2
[P1:T1:premain-libos] debug: loading "file:/usr/lib/x86_64-linux-gnu/gramine/runtime/glibc/ld-linux-x86-64.so.2"
[P1:T1:premain-libos] debug: Creating pipe: pipe.srv:1
[P1:T1:premain-libos] debug: Creating pipe: pipe.srv:9a43eb18f43d1570328a5c5415760a80d30abd81d78154851c55ecc0bfdf6072
[P1:T1:premain-libos] debug: Shim process initialized
[P1:shim] debug: IPC worker started
[P1:T1:premain-libos] debug: glibc register library /lib/libpthread.so.0 loaded at 0x0fa35000
[P1:T1:premain-libos] debug: glibc register library /lib/libc.so.6 loaded at 0x0f841000
[P1:T1:premain-libos] warning: Unsupported system call 435
[P1:T1:premain-libos] debug: Creating pipe: pipe.srv:c0b76647bf09c648bf0e139968167253809b126c4038b57a1a7acf53f05da93d
[P1:T1:premain-libos] warning: Unsupported system call 435
[P1:T1:premain-libos] debug: Creating pipe: pipe.srv:3dd29e07004b6414b7de3a330dd098bc98706539a5d20019090c5f8404f20703
[P1:T1:premain-libos] warning: Unsupported system call 435
[P1:T1:premain-libos] debug: Creating pipe: pipe.srv:c98101924bca73e00b3c1ff06dcf81930c003ef8b5096dc32cc49974d76b8317
[P1:T1:premain-libos] warning: Unsupported system call 435
[P1:T1:premain-libos] debug: Creating pipe: pipe.srv:882300e2ff2afdda3a8160b461a7302cfea8ac06b8f098fbb97cd37b99029f3b
[P1:T1:premain-libos] debug: Creating pipe: pipe.srv:2eb621dfa0347590a2b3087415f81df599339814e9b33d93897f2cd035926249
[P1:T1:premain-libos] debug: epoll: added 5 (0x2bfa58c8) to epoll handle 0x2bfa57b8
[PreMain] 2022/04/01 09:11:44 detected libOS: Gramine
[PreMain] 2022/04/01 09:11:44 starting PreMain
[PreMain] 2022/04/01 09:11:44 fetching env variables
[PreMain] 2022/04/01 09:11:44 loading TLS Credentials
[PreMain] 2022/04/01 09:11:44 loading UUID
[PreMain] 2022/04/01 09:11:44 UUID not found. Generating and storing a new UUID
[PreMain] 2022/04/01 09:11:44 generating CSR
[PreMain] 2022/04/01 09:11:44 generating quote
[PreMain] 2022/04/01 09:11:44 activating marble of type Threads
[P1:T4:premain-libos] warning: Unsupported system call 435
[P1:T4:premain-libos] debug: Creating pipe: pipe.srv:0fa10a1d82e0e4734b52ec57644624fc9002928c0c54fc14bbdfac48e013af3f
[P1:T1:premain-libos] debug: epoll: added 3 (0x2bfa56a8) to epoll handle 0x2bfa57b8
[P1:T1:premain-libos] debug: epoll: deleted 3 (0x2bfa56a8) from epoll handle 0x2bfa57b8
[P1:T1:premain-libos] debug: epoll: added 3 (0x2bfa5ae8) to epoll handle 0x2bfa57b8
[P1:T1:premain-libos] debug: epoll: deleted 3 (0x2bfa5ae8) from epoll handle 0x2bfa57b8
[P1:T1:premain-libos] debug: epoll: added 3 (0x2bfa56a8) to epoll handle 0x2bfa57b8
[PreMain] 2022/04/01 09:11:44 creating files from manifest
[PreMain] 2022/04/01 09:11:44 setting env vars from manifest
[PreMain] 2022/04/01 09:11:44 done with PreMain
[P1:T3:premain-libos] debug: epoll: deleted 3 (0x2bfa56a8) from epoll handle 0x2bfa57b8
[P1:T5:premain-libos] debug: Creating pipe: pipe.srv:e3b1ab012a19f7c79fde97dab40146be015022e1d7c038e949cc21ea5cefe87c
[P1:T4:python3.8] debug: Allocating stack at 0 (size = 2097152)
[P1:T4:python3.8] debug: loading "file:/usr/bin/python3.8"
[P1:T5:premain-libos] debug: Installed async event at 1648804304910883
[P1:shim] debug: Async worker thread started
[P1:T2:premain-libos] debug: Installed async event at 1648804304910893
[P1:T6:premain-libos] debug: Installed async event at 1648804304910902
[P1:T1:premain-libos] debug: Installed async event at 1648804304910927
[P1:shim] debug: Thread exited, cleaning up
[P1:shim] debug: Thread exited, cleaning up
[P1:shim] debug: Thread exited, cleaning up
[P1:shim] debug: Thread exited, cleaning up
[P1:T3:premain-libos] debug: Installed async event at 1648804304910974
[P1:shim] debug: Thread exited, cleaning up
[P1:T4:python3.8] debug: find_interp: searching for interpreter: /usr/lib/python3.8/lib/ld-linux-x86-64.so.2
[P1:T4:python3.8] debug: find_interp: searching for interpreter: /lib/ld-linux-x86-64.so.2
[P1:T4:python3.8] debug: loading "file:/usr/lib/x86_64-linux-gnu/gramine/runtime/glibc/ld-linux-x86-64.so.2"
[P1:T4:python3.8] debug: execve: start execution
[P1:T4:python3.8] debug: glibc register library /lib/libc.so.6 loaded at 0x11099000
[P1:T4:python3.8] debug: glibc register library /lib/libpthread.so.0 loaded at 0x11094000
[P1:T4:python3.8] debug: glibc register library /lib/libdl.so.2 loaded at 0x1108f000
[P1:T4:python3.8] debug: glibc register library /lib/libutil.so.1 loaded at 0x1108a000
[P1:T4:python3.8] debug: glibc register library /lib/libm.so.6 loaded at 0x10faf000
[P1:T4:python3.8] debug: glibc register library /lib/x86_64-linux-gnu/libexpat.so.1 loaded at 0x10f7f000
[P1:T4:python3.8] debug: glibc register library /lib/x86_64-linux-gnu/libz.so.1 loaded at 0x10f63000
running main
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:c78ff6bcfb420be0811d5da7ceabfa005dd82d556e729532f5277677983fe866
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:8d9a6a0d7ad063e7c1987dce2618829142bffeeadb2e16f515dafa45da27643c
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:ebcdaeb089dc37e9f647f4455a39281c40e4deb7e539fdc2d5c9152441104367
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:dafaabee044ff83b4ba19a7d297150db0787f7e27808073fd158e9def84a0d3c
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:d21525fbc94301a1203fc4761afed95ba2c0b7d5584d890d6609827c7207100d
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:d3a2ed32112ae3ef6fcb83adbc049d12aec41ee3c8fbc8942a419edc366de4b5
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T12:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:4db998ad67030004e8196432faacc4eb6fdaed8a2709a88f99a63f09848919bd
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T13:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:2691eec4ac013b693c4e655a3a7de7c4f5d441016af7559699fdfb02581f7a1a
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T14:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:96a92279f8b0b57b02f3656a30994974bb039a702b83b6b007cbfe4a4fbbd667
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T15:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:ffc20bdaa8455e908c5aec53aa6133bcefae2b17acaafd504ae587142b67b267
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T16:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T16:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:f470ea4d060d62b6fdb62695cbc681be001097b1f1fa993054aac5778ed50b92
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T17:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:77f4ec2eb794909a77068923ada227ec33cf643d1a84ede1babf02aebe14ad49
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T18:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:3fa01de1351c0df722b9c1d9552f297415477ce04a6168ba5f4973bfc5631540
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T19:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:b52bbeee8df905f66ed8942a3c62f4ff90b37fd69b1355a04dbf84f0ee7116b8
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T20:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:b77b2ebc20539e84260aa1be896a7e5e878fead3c85ae104bc415048100a5a55
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T21:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:a79fc35451270f65607d3cc56033435a90d767a81e637466b0d4991cf118891b
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T22:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:33fa22b4bb5c966861d99aac6abd7da1f5938681aa10aa17fe9d2b9caf5e2a7d
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T23:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:afc24687c04af5c8042bb7d8b298007d35f7334b9c2cbcf8940eb840969b6e5d
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T24:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:fd9d04431c17408b537342c1460cd682e2eed747e6364104e3f06b848ee084a4
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T25:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:fbc727825ad621aeacd45a8e087b3a623d7e3df204cf75e0992ec73970b60316
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T26:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:213f09ca9b18f742d50d63e7c33eb6db1d89ebaab120fbbc1cb418d4893b7670
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T27:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T27:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:880b1821bb96525caafeb1d8308866bc55386a92460c09d40e7fd1fad8c41caa
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T28:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:e30a2d79c011479d9e6123c0e3524d37860ba2187d80700f918beb8f138cfcc0
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T29:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:64c782c7a118ac62302f6e517a1bbd93b955bbf2d76bd048ebfb1097c29852b7
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T30:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:688f3944852d8dfd0583edf13d40161a59a68afb645eaf98be5b21d17caa19c2
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T31:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:09cec2d3d51bc6bcf6d73e6189dd17acd1f24c85e6db0724ef212f3cd8e3f623
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T32:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:9b5015190a21b8b02ec29bc5ac77dd117e39a039270a759862546f7fd0cf19bd
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T33:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:43bf6fbdba0706f77a4d0143a7948bc32abba1347ec8b7be7b6e081dd1044ea1
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T34:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:2259060113d3b9c04abc7f4765bc3fc3d88686964e0f7c814f5a2f120914a61b
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T35:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Unsupported system call 435
[P1:T4:python3.8] debug: Creating pipe: pipe.srv:9bee22054d4cbf58fa48421de48cb3fba6ee05770ba19ef44e3279bc445ce7e3
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T36:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
[P1:T4:python3.8] warning: Ignoring FUTEX_CLOCK_REALTIME flag
